draw,date,winning number 1,2,3,4,5,6,extra number,from last,low,high,odd,even,1-10,11-20,21-30,31-40,41-50,division 1 winners,division 1 prize,division 2 winners,division 2 prize,division 3 winners,division 3 prize,division 4 winners,division 4 prize,division 5 winners,division 5 prize,division 6 winners,division 6 prize,division 7 winners,division 7 prize,turnover,main1,main2,main3,main4,main5,main6,extra
15/125,2015-10-29,4.0,5.0,6.0,22.0,31.0,46.0,47.0,"22,31",4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,2.0,20611170.0,3.5,1068790.0,116.0,85990.0,259.0,9600.0,7202.6,640.0,8127.0,320.0,138218.0,40.0,78945235.0,4,,,,,,
15/126,2015-10-31,4.0,10.0,28.0,37.0,42.0,48.0,8.0,4,2.0,4.0,1.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,43.0,85480.0,156.5,9600.0,2437.5,640.0,5094.1,320.0,47145.9,40.0,30882745.0,4,,,,,,
15/127,2015-11-03,7.0,12.0,13.0,25.0,34.0,38.0,15.0,,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.5,728910.0,74.0,65660.0,220.0,9600.0,4385.3,640.0,5679.6,320.0,75836.4,40.0,42814140.0,7,,,,,,
15/128,2015-11-05,5.0,10.0,11.0,25.0,27.0,44.0,7.0,25,3.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1437610.0,108.5,35330.0,418.5,9600.0,5360.6,640.0,9375.9,320.0,87532.3,40.0,45336898.0,5,,,,,,
15/129,2015-11-07,6.0,16.0,27.0,34.0,44.0,48.0,1.0,"27,44",2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,26249980.0,0.5,1181975.0,66.5,94790.0,143.0,9600.0,3470.0,640.0,4833.9,320.0,65948.9,40.0,46475420.0,6,,,,,,
15/130,2015-11-10,4.0,14.0,28.0,42.0,43.0,47.0,3.0,,2.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,60.0,79230.0,123.5,9600.0,2861.0,640.0,4029.1,320.0,52632.0,40.0,36058986.0,4,,,,,,
15/131,2015-11-12,10.0,20.0,24.0,28.0,33.0,45.0,19.0,28,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,991400.0,43.0,122960.0,136.0,9600.0,2861.9,640.0,4410.2,320.0,60092.3,40.0,39774538.0,10,,,,,,
15/132,2015-11-15,13.0,15.0,24.0,28.0,41.0,45.0,20.0,"24,28,45",3.0,3.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,129710.0,138.5,9600.0,3005.0,640.0,4657.0,320.0,59765.9,40.0,45547271.0,13,,,,,,
15/133,2015-11-17,12.0,13.0,31.0,33.0,35.0,47.0,21.0,13,2.0,4.0,5.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,32376390.0,4.5,526740.0,80.0,79010.0,232.5,9600.0,4364.5,640.0,5809.8,320.0,76284.0,40.0,50557246.0,12,,,,,,
15/134,2015-11-19,13.0,15.0,25.0,40.0,41.0,48.0,19.0,13,2.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,27.0,168320.0,85.0,9600.0,1997.0,640.0,2569.5,320.0,39457.4,40.0,31445008.0,13,,,,,,
15/135,2015-11-22,9.0,20.0,30.0,33.0,38.0,39.0,37.0,,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1662230.0,76.0,58320.0,241.0,9600.0,4028.9,640.0,5068.4,320.0,69535.1,40.0,39764633.0,9,,,,,,
15/136,2015-11-24,17.0,21.0,22.0,36.0,41.0,44.0,38.0,,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2104080.0,68.5,81910.0,165.0,9600.0,3505.7,640.0,4258.7,320.0,65920.1,40.0,43040391.0,17,,,,,,
15/137,2015-11-26,10.0,17.0,25.0,26.0,39.0,44.0,7.0,"17,44",2.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.5,639620.0,66.5,89770.0,181.0,9600.0,3506.2,640.0,5731.4,320.0,68112.0,40.0,46186621.0,10,,,,,,
15/138,2015-11-28,15.0,21.0,24.0,25.0,28.0,31.0,48.0,25,3.0,3.0,4.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,34943110.0,1.0,2407920.0,67.0,95830.0,184.0,9600.0,3970.4,640.0,5548.0,320.0,77973.3,40.0,49707832.0,15,,,,,,
15/139,2015-12-01,8.0,9.0,10.0,22.0,33.0,40.0,28.0,,4.0,2.0,2.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,504830.0,102.5,26260.0,289.0,9600.0,5443.2,640.0,7636.5,320.0,80157.9,40.0,34244736.0,8,,,,,,
15/140,2015-12-03,4.0,11.0,14.0,41.0,42.0,44.0,10.0,,3.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0,12596600.0,3.0,510730.0,152.5,26790.0,232.0,9600.0,4074.7,640.0,5000.0,320.0,63213.2,40.0,37386018.0,4,,,,,,
15/141,2015-12-05,6.0,16.0,19.0,34.0,35.0,46.0,9.0,,3.0,3.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,590000.0,70.0,44950.0,194.5,9600.0,3224.5,640.0,4681.4,320.0,49822.1,40.0,29752829.0,6,,,,,,
15/142,2015-12-08,9.0,10.0,25.0,40.0,48.0,49.0,32.0,,2.0,4.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,12180010.0,3.5,398090.0,190.5,19500.0,208.5,9600.0,6914.2,640.0,4494.0,320.0,87884.5,40.0,39977331.0,9,,,,,,
15/143,2015-12-10,9.0,24.0,29.0,32.0,34.0,47.0,42.0,9,2.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,8000000.0,0.0,0.0,54.0,80060.0,97.5,9600.0,2250.2,640.0,2854.5,320.0,43917.2,40.0,31340945.0,9,,,,,,
15/144,2015-12-12,16.0,18.0,27.0,35.0,42.0,44.0,33.0,,2.0,4.0,2.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,38.0,115460.0,106.0,9600.0,1966.2,640.0,3183.3,320.0,39306.4,40.0,31334690.0,16,,,,,,
15/145,2015-12-15,18.0,22.0,40.0,41.0,48.0,49.0,42.0,18,2.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,552120.0,65.0,67950.0,340.0,9600.0,3661.0,640.0,5262.5,320.0,62980.2,40.0,40638725.0,18,,,,,,
15/146,2015-12-17,18.0,20.0,24.0,36.0,44.0,45.0,39.0,18,3.0,3.0,1.0,5.0,0.0,2.0,1.0,1.0,2.0,1.0,21007130.0,1.5,1420580.0,51.5,110330.0,135.5,9600.0,3144.6,640.0,4071.2,320.0,58278.1,40.0,41774248.0,18,,,,,,
15/147,2015-12-20,6.0,11.0,16.0,20.0,43.0,45.0,21.0,"20,45",4.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,819560.0,38.5,113530.0,100.0,9600.0,2368.7,640.0,3371.2,320.0,46892.6,40.0,32293857.0,6,,,,,,
15/148,2015-12-22,11.0,28.0,36.0,38.0,44.0,48.0,26.0,11,1.0,5.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,905760.0,59.0,81870.0,159.5,9600.0,3432.5,640.0,4553.2,320.0,65407.3,40.0,39023464.0,11,,,,,,
15/149,2015-12-24,12.0,18.0,20.0,28.0,33.0,47.0,25.0,28,3.0,3.0,2.0,4.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1915970.0,63.0,81090.0,196.5,9600.0,4123.7,640.0,5832.2,320.0,75966.6,40.0,43457391.0,12,,,,,,
15/150,2015-12-26,1.0,8.0,33.0,37.0,42.0,47.0,7.0,"33,47",2.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1984620.0,40.0,132300.0,194.0,9600.0,3033.2,640.0,6474.0,320.0,59678.4,40.0,42225661.0,1,,,,,,
15/151,2015-12-29,3.0,5.0,20.0,30.0,33.0,38.0,28.0,33,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.5,964550.0,102.5,62730.0,272.5,9600.0,5353.9,640.0,7948.4,320.0,96372.6,40.0,55753074.0,3,,,,,,
15/152,2015-12-31,2.0,11.0,12.0,22.0,24.0,25.0,3.0,,5.0,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6.5,282810.0,250.5,19560.0,616.0,9600.0,9605.8,640.0,11912.5,320.0,132935.0,40.0,62348733.0,2,,,,,,
16/001,2016-01-02,6.0,8.0,11.0,32.0,34.0,41.0,47.0,11,3.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,5541450.0,145.0,101910.0,371.5,9600.0,8840.7,640.0,10724.5,320.0,177015.5,40.0,111729038.0,6,,,,,,
16/002,2016-01-05,2.0,5.0,7.0,18.0,30.0,45.0,11.0,,4.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.5,53159400.0,9.0,559800.0,238.0,56450.0,749.0,9600.0,12040.3,640.0,18964.4,320.0,212019.3,40.0,122881098.0,2,,,,,,
16/003,2016-01-07,6.0,9.0,11.0,29.0,43.0,47.0,8.0,,3.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.5,665650.0,84.0,42260.0,213.0,9600.0,3534.9,640.0,6759.1,320.0,64798.3,40.0,34842788.0,6,,,,,,
16/004,2016-01-10,4.0,8.0,15.0,18.0,30.0,45.0,38.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,73160.0,179.5,9600.0,4161.8,640.0,5349.5,320.0,74797.6,40.0,43632963.0,4,,,,,,
16/005,2016-01-12,8.0,13.0,15.0,35.0,44.0,45.0,47.0,"8,15,45",3.0,3.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2492050.0,59.5,111680.0,144.5,9600.0,4134.6,640.0,4822.0,320.0,73070.4,40.0,49548124.0,8,,,,,,
16/006,2016-01-14,1.0,2.0,10.0,23.0,32.0,49.0,26.0,,4.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.5,15256835.0,1.5,1437890.0,151.0,38090.0,341.7,9600.0,6896.3,640.0,8058.3,320.0,112766.1,40.0,56637640.0,1,,,,,,
16/007,2016-01-16,1.0,2.0,6.0,37.0,40.0,43.0,24.0,"1,2",3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,46.0,134580.0,133.0,9600.0,2666.5,640.0,4126.6,320.0,62477.4,40.0,44094640.0,1,,,,,,
16/008,2016-01-19,8.0,18.0,20.0,25.0,30.0,39.0,13.0,,3.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.5,16178395.0,1.0,2604500.0,107.0,64900.0,238.0,9600.0,6539.8,640.0,7476.6,320.0,114917.0,40.0,60259413.0,8,,,,,,
16/009,2016-01-21,2.0,12.0,33.0,40.0,45.0,47.0,9.0,,2.0,4.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,22509740.0,3.0,703480.0,71.5,78710.0,212.0,9600.0,4455.5,640.0,5948.0,320.0,72555.9,40.0,46580521.0,2,,,,,,
16/010,2016-01-23,7.0,8.0,12.0,14.0,23.0,32.0,5.0,12,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.5,4000000.0,4.5,213230.0,89.0,28750.0,254.2,9600.0,4011.9,640.0,6440.0,320.0,63518.0,40.0,30813059.0,7,,,,,,
16/011,2016-01-26,5.0,9.0,22.0,26.0,27.0,40.0,13.0,,3.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.5,791350.0,54.5,77440.0,228.2,9600.0,3933.0,640.0,5765.2,320.0,71913.0,40.0,38933594.0,5,,,,,,
16/012,2016-01-28,8.0,20.0,30.0,34.0,42.0,48.0,36.0,,2.0,4.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,639230.0,71.0,72020.0,149.0,9600.0,3274.5,640.0,4331.6,320.0,65298.4,40.0,39950603.0,8,,,,,,
16/013,2016-01-30,1.0,5.0,29.0,32.0,39.0,44.0,4.0,,2.0,4.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.5,1557300.0,57.5,108330.0,136.5,9600.0,2867.5,640.0,4904.7,320.0,60458.6,40.0,44901369.0,1,,,,,,
16/014,2016-02-02,18.0,28.0,30.0,33.0,34.0,36.0,2.0,,1.0,5.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,1.5,19497340.0,2.0,1157580.0,119.5,51660.0,284.5,9600.0,5857.6,640.0,8184.8,320.0,97036.3,40.0,55447401.0,18,,,,,,
16/015,2016-02-04,7.0,13.0,15.0,35.0,38.0,45.0,32.0,,3.0,3.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,8000000.0,1.0,1594170.0,71.0,59870.0,168.0,9600.0,4039.7,640.0,4042.3,320.0,62855.7,40.0,36453488.0,7,,,,,,
16/016,2016-02-07,11.0,13.0,15.0,19.0,21.0,29.0,41.0,"13,15",5.0,1.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,8000000.0,2.0,809280.0,211.5,20400.0,172.0,9600.0,5874.8,640.0,4092.2,320.0,64366.6,40.0,39171989.0,11,,,,,,
16/017,2016-02-11,3.0,4.0,17.0,30.0,35.0,47.0,10.0,,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,54916660.0,7.0,805550.0,161.0,93390.0,567.5,9600.0,9372.8,640.0,15855.7,320.0,178770.8,40.0,120336644.0,3,,,,,,
16/018,2016-02-13,8.0,14.0,24.0,29.0,36.0,43.0,31.0,,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,58.5,76770.0,104.0,9600.0,2685.1,640.0,3455.6,320.0,51241.1,40.0,33723116.0,8,,,,,,
16/019,2016-02-16,18.0,21.0,22.0,34.0,42.0,43.0,24.0,43,3.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1180400.0,73.0,86230.0,206.5,9600.0,3873.7,640.0,4948.7,320.0,66958.4,40.0,48182858.0,18,,,,,,
16/020,2016-02-18,13.0,20.0,38.0,39.0,41.0,45.0,46.0,,2.0,4.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,24693930.0,3.0,880810.0,64.0,110100.0,159.0,9600.0,3766.0,640.0,4555.0,320.0,72810.6,40.0,51232046.0,13,,,,,,
16/021,2016-02-20,12.0,20.0,39.0,44.0,47.0,49.0,45.0,"20,39",2.0,4.0,3.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,1770980.0,34.0,138900.0,109.0,9600.0,2314.0,640.0,3956.5,320.0,46195.9,40.0,34473261.0,12,,,,,,
16/022,2016-02-23,9.0,15.0,24.0,27.0,44.0,45.0,47.0,44,3.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1252330.0,82.5,80950.0,182.0,9600.0,4323.1,640.0,5321.0,320.0,78089.3,40.0,51276856.0,9,,,,,,
16/023,2016-02-25,3.0,6.0,22.0,24.0,45.0,47.0,7.0,"24,45",4.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.5,1572550.0,62.5,100640.0,196.0,9600.0,4027.5,640.0,6521.2,320.0,79291.9,40.0,49997292.0,3,,,,,,
16/024,2016-02-27,6.0,9.0,11.0,20.0,27.0,44.0,42.0,6,4.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,29307500.0,1.0,2238990.0,135.5,44060.0,215.0,9600.0,6817.9,640.0,5987.6,320.0,113157.0,40.0,54208592.0,6,,,,,,
16/025,2016-03-01,11.0,16.0,19.0,21.0,30.0,33.0,31.0,11,4.0,2.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,5.0,27218060.0,24.0,848470.0,795.0,68300.0,1980.5,9600.0,40930.4,640.0,54231.2,320.0,732713.6,40.0,446395296.0,11,,,,,,
16/026,2016-03-03,1.0,2.0,5.0,7.0,16.0,45.0,33.0,16,5.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.5,61740.0,144.5,9600.0,5587.0,640.0,4546.9,320.0,85416.6,40.0,37216037.0,1,,,,,,
16/027,2016-03-05,17.0,26.0,29.0,32.0,48.0,49.0,40.0,,1.0,5.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.5,644500.0,85.5,50250.0,322.5,9600.0,3674.5,640.0,6972.6,320.0,64001.7,40.0,40820572.0,17,,,,,,
16/028,2016-03-08,3.0,4.0,16.0,30.0,34.0,39.0,14.0,,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,1.5,14174240.0,4.0,585560.0,194.5,32110.0,247.7,9600.0,5460.9,640.0,6128.2,320.0,84314.4,40.0,52529547.0,3,,,,,,
16/029,2016-03-10,9.0,14.0,24.0,30.0,33.0,48.0,43.0,30,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.5,869235.0,48.0,96580.0,124.0,9600.0,2811.0,640.0,3402.0,320.0,57177.3,40.0,35372752.0,9,,,,,,
16/030,2016-03-12,3.0,23.0,33.0,36.0,41.0,49.0,2.0,33,2.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1900790.0,42.0,120680.0,155.5,9600.0,3042.6,640.0,4433.8,320.0,59373.4,40.0,39183478.0,3,,,,,,
16/031,2016-03-15,1.0,6.0,19.0,26.0,28.0,41.0,39.0,41,3.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,97.5,62360.0,172.5,9600.0,4407.0,640.0,5129.8,320.0,82839.6,40.0,48401450.0,1,,,,,,
16/032,2016-03-17,3.0,8.0,15.0,16.0,17.0,38.0,35.0,,5.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,3.0,9717420.0,3.0,606620.0,241.0,20130.0,320.5,9600.0,7770.4,640.0,7838.0,320.0,118119.4,40.0,52991029.0,3,,,,,,
16/033,2016-03-19,23.0,25.0,35.0,39.0,42.0,43.0,14.0,,1.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,127020.0,90.7,9600.0,2248.7,640.0,2909.2,320.0,41897.3,40.0,32370053.0,23,,,,,,
16/034,2016-03-22,5.0,10.0,18.0,24.0,27.0,49.0,39.0,,4.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,8048860.0,1.0,1595710.0,86.5,61490.0,127.5,9600.0,4512.9,640.0,4208.6,320.0,81905.9,40.0,43237087.0,5,,,,,,
16/035,2016-03-24,16.0,18.0,21.0,25.0,35.0,46.0,13.0,18,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.5,821840.0,34.5,127040.0,105.5,9600.0,2105.9,640.0,3119.8,320.0,41745.1,40.0,31611728.0,16,,,,,,
16/036,2016-03-26,17.0,24.0,38.0,44.0,46.0,47.0,27.0,46,2.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,874100.0,34.5,135120.0,125.0,9600.0,2248.0,640.0,3964.0,320.0,46757.5,40.0,34416587.0,17,,,,,,
16/037,2016-03-29,9.0,12.0,13.0,22.0,30.0,31.0,28.0,,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.5,9242675.0,1.0,1472950.0,153.4,25600.0,274.5,9600.0,6433.0,640.0,7091.1,320.0,94176.5,40.0,43665541.0,9,,,,,,
16/038,2016-04-02,4.0,6.0,29.0,34.0,36.0,45.0,47.0,,2.0,4.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,1110060.0,84.5,70060.0,175.0,9600.0,4687.9,640.0,4740.0,320.0,81219.3,40.0,47612006.0,4,,,,,,
16/039,2016-04-05,4.0,10.0,21.0,30.0,35.0,43.0,7.0,4,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2124200.0,64.5,87820.0,233.5,9600.0,3346.5,640.0,6573.6,320.0,65407.2,40.0,45676156.0,4,,,,,,
16/040,2016-04-07,8.0,21.0,25.0,32.0,34.0,45.0,31.0,21,2.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.5,15447620.0,0.5,1251585.0,75.0,89000.0,156.4,9600.0,3446.2,640.0,4884.0,320.0,68212.2,40.0,48771580.0,8,,,,,,
16/041,2016-04-09,3.0,6.0,13.0,38.0,43.0,44.0,31.0,,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1915350.0,66.5,76800.0,167.0,9600.0,3645.7,640.0,4551.4,320.0,66922.8,40.0,40929150.0,3,,,,,,
16/042,2016-04-12,21.0,25.0,28.0,33.0,46.0,48.0,10.0,,1.0,5.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.5,15005990.0,3.5,720630.0,77.0,87350.0,198.0,9600.0,3940.0,640.0,5750.5,320.0,75207.0,40.0,51386592.0,21,,,,,,
16/043,2016-04-14,14.0,21.0,25.0,27.0,44.0,46.0,3.0,"21,25,46",2.0,4.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,2151790.0,50.0,114760.0,150.5,9600.0,2989.0,640.0,4681.6,320.0,59126.2,40.0,42564768.0,14,,,,,,
16/044,2016-04-17,16.0,24.0,28.0,35.0,45.0,46.0,38.0,46,2.0,4.0,2.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1054360.0,77.0,73020.0,227.0,9600.0,4130.0,640.0,5657.0,320.0,72634.6,40.0,46271339.0,16,,,,,,
16/045,2016-04-19,5.0,8.0,30.0,34.0,45.0,48.0,3.0,45,2.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2427070.0,75.5,85720.0,236.0,9600.0,4381.0,640.0,6471.8,320.0,79439.6,40.0,52034790.0,5,,,,,,
16/046,2016-04-21,3.0,5.0,14.0,15.0,39.0,41.0,21.0,5,4.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3062560.0,78.5,104030.0,206.0,9600.0,4340.1,640.0,6601.9,320.0,85438.7,40.0,60595924.0,3,,,,,,
16/047,2016-04-23,2.0,10.0,16.0,35.0,46.0,47.0,49.0,,3.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.5,2242310.0,89.5,100210.0,226.5,9600.0,5551.0,640.0,7470.5,320.0,103025.8,40.0,68295359.0,2,,,,,,
16/048,2016-04-26,1.0,3.0,25.0,27.0,28.0,45.0,12.0,,2.0,4.0,5.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,705190.0,152.0,61850.0,490.0,9600.0,10931.6,640.0,13949.4,320.0,181787.1,40.0,91234839.0,1,,,,,,
16/049,2016-04-30,11.0,20.0,28.0,29.0,44.0,49.0,40.0,28,2.0,4.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3482800.0,212.0,87610.0,613.0,9600.0,11979.5,640.0,17886.4,320.0,234383.8,40.0,147556973.0,11,,,,,,
16/050,2016-05-05,6.0,7.0,12.0,15.0,27.0,36.0,29.0,,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,15.0,664670.0,513.0,51820.0,1172.4,9600.0,25463.5,640.0,29673.3,320.0,433678.6,40.0,235990985.0,6,,,,,,
16/051,2016-05-10,20.0,26.0,28.0,32.0,40.0,45.0,43.0,,1.0,5.0,1.0,5.0,0.0,1.0,2.0,2.0,1.0,2.0,84659780.0,9.5,1880270.0,572.0,83270.0,1072.0,9600.0,27315.1,640.0,31992.9,320.0,509572.1,40.0,350471901.0,20,,,,,,
16/052,2016-05-12,4.0,12.0,19.0,20.0,27.0,49.0,21.0,20,4.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.5,1109510.0,61.0,72750.0,144.5,9600.0,3479.4,640.0,4339.2,320.0,62253.2,40.0,36454079.0,4,,,,,,
16/053,2016-05-15,2.0,11.0,25.0,28.0,36.0,46.0,42.0,,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,13855260.0,1.0,1951750.0,76.0,68480.0,175.0,9600.0,4174.5,640.0,4550.0,320.0,81800.6,40.0,43293096.0,2,,,,,,
16/054,2016-05-17,1.0,19.0,23.0,24.0,32.0,40.0,35.0,,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,100140.0,117.0,9600.0,2765.6,640.0,3269.0,320.0,52736.3,40.0,36676426.0,1,,,,,,
16/055,2016-05-19,2.0,8.0,20.0,24.0,37.0,39.0,18.0,24,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.5,843540.0,63.5,88560.0,161.5,9600.0,3328.4,640.0,5675.5,320.0,64110.4,40.0,43538318.0,2,,,,,,
16/056,2016-05-21,6.0,13.0,23.0,25.0,44.0,48.0,11.0,,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,22833480.0,1.0,2209700.0,60.0,98200.0,156.5,9600.0,3626.5,640.0,5427.7,320.0,68343.1,40.0,45337573.0,6,,,,,,
16/057,2016-05-24,14.0,18.0,33.0,34.0,35.0,46.0,42.0,,2.0,4.0,2.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,55.5,88080.0,139.0,9600.0,3106.2,640.0,3762.0,320.0,55565.1,40.0,37368734.0,14,,,,,,
16/058,2016-05-26,9.0,15.0,36.0,38.0,46.0,48.0,22.0,46,2.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,622940.0,69.5,71700.0,219.0,9600.0,3644.9,640.0,5938.0,320.0,66199.9,40.0,41989634.0,9,,,,,,
16/059,2016-05-28,21.0,23.0,32.0,33.0,36.0,42.0,20.0,36,2.0,4.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,21775340.0,4.0,527960.0,88.0,63990.0,136.0,9600.0,3810.0,640.0,4440.1,320.0,65371.8,40.0,43057874.0,21,,,,,,
16/060,2016-05-31,21.0,24.0,36.0,38.0,39.0,44.0,49.0,"21,36",2.0,4.0,2.0,4.0,0.0,0.0,2.0,3.0,1.0,1.0,8000000.0,0.0,0.0,37.5,128470.0,142.0,9600.0,2720.2,640.0,3742.0,320.0,51042.6,40.0,36258249.0,21,,,,,,
16/061,2016-06-02,3.0,4.0,19.0,24.0,26.0,34.0,38.0,24,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1577280.0,45.0,93460.0,123.2,9600.0,3391.0,640.0,3386.6,320.0,61411.9,40.0,34163569.0,3,,,,,,
