draw,date,winning number 1,2,3,4,5,6,extra number,from last,low,high,odd,even,1-10,11-20,21-30,31-40,41-50,division 1 winners,division 1 prize,division 2 winners,division 2 prize,division 3 winners,division 3 prize,division 4 winners,division 4 prize,division 5 winners,division 5 prize,division 6 winners,division 6 prize,division 7 winners,division 7 prize,turnover,main1,main2,main3,main4,main5,main6,extra
22/002,2022-01-20,1.0,3.0,10.0,11.0,30.0,42.0,39.0,,4.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,7.0,17446020.0,6.0,2083190.0,844.5,39460.0,1346.0,9600.0,42689.7,640.0,36260.0,320.0,670456.5,40.0,315247031.0,1,,,,,,
22/003,2022-01-27,10.0,18.0,20.0,29.0,32.0,33.0,2.0,10,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,824960.0,71.5,61530.0,216.0,9600.0,3412.2,640.0,5370.5,320.0,60419.1,40.0,37926197.0,10,,,,,,
22/004,2022-02-05,15.0,18.0,21.0,25.0,39.0,43.0,33.0,18,3.0,3.0,5.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1230600.0,51.0,128690.0,132.0,9600.0,2789.5,640.0,4572.6,320.0,58211.0,40.0,46064752.0,15,,,,,,
22/005,2022-02-10,6.0,13.0,17.0,28.0,35.0,44.0,5.0,,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,21313080.0,0.0,0.0,69.5,75830.0,194.0,9600.0,3652.2,640.0,6184.3,320.0,66054.7,40.0,43149524.0,6,,,,,,
22/006,2022-02-17,6.0,7.0,22.0,34.0,35.0,46.0,8.0,"6,35",3.0,3.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,769010.0,44.5,92160.0,191.5,9600.0,2524.5,640.0,4958.5,320.0,50052.8,40.0,33908375.0,6,,,,,,
22/007,2022-02-24,2.0,9.0,11.0,12.0,16.0,24.0,43.0,,6.0,0.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,9812450.0,2.0,173900.0,288.0,19200.0,191.0,9600.0,8887.6,640.0,4577.0,320.0,112189.8,40.0,35209894.0,2,,,,,,
22/008,2022-03-03,12.0,19.0,21.0,22.0,40.0,43.0,46.0,12,4.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,160450.0,69.0,9600.0,1955.2,640.0,2153.5,320.0,43365.1,40.0,29256378.0,12,,,,,,
22/009,2022-03-08,1.0,5.0,23.0,42.0,46.0,49.0,11.0,,3.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0,103380.0,120.0,9600.0,2071.0,640.0,4518.4,320.0,43539.0,40.0,30478158.0,1,,,,,,
22/010,2022-03-11,11.0,20.0,23.0,29.0,38.0,47.0,12.0,23,3.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1527900.0,128.5,31700.0,188.0,9600.0,3106.9,640.0,5200.5,320.0,54166.6,40.0,34847236.0,11,,,,,,
22/011,2022-03-15,3.0,10.0,12.0,28.0,39.0,48.0,17.0,,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.5,12177340.0,1.0,1437790.0,90.5,42360.0,193.5,9600.0,4690.6,640.0,5096.7,320.0,75553.0,40.0,37122142.0,3,,,,,,
22/012,2022-03-18,12.0,18.0,22.0,30.0,40.0,49.0,15.0,12,3.0,3.0,1.0,5.0,0.0,2.0,2.0,1.0,1.0,0.5,8221665.0,2.5,568790.0,108.5,34940.0,135.0,9600.0,3736.2,640.0,3462.9,320.0,62949.4,40.0,32834894.0,12,,,,,,
22/013,2022-03-22,6.0,28.0,32.0,33.0,40.0,45.0,1.0,40,1.0,5.0,2.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,32.0,134950.0,81.3,9600.0,2153.2,640.0,3168.2,320.0,42420.7,40.0,30987235.0,6,,,,,,
22/014,2022-03-25,15.0,20.0,26.0,28.0,29.0,46.0,12.0,28,2.0,4.0,2.0,4.0,0.0,2.0,3.0,0.0,1.0,1.0,19936240.0,0.0,0.0,54.0,86200.0,106.0,9600.0,2002.8,640.0,3634.2,320.0,42651.4,40.0,33253445.0,15,,,,,,
22/015,2022-03-29,8.0,18.0,21.0,35.0,37.0,38.0,10.0,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,27.5,114390.0,114.5,9600.0,2354.2,640.0,3473.3,320.0,44748.9,40.0,26203620.0,8,,,,,,
22/016,2022-04-01,4.0,8.0,21.0,40.0,46.0,49.0,34.0,"8,21",3.0,3.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.5,852070.0,27.0,168310.0,57.0,9600.0,1907.5,640.0,2576.7,320.0,41588.4,40.0,31001265.0,4,,,,,,
22/017,2022-04-05,9.0,11.0,12.0,22.0,29.0,42.0,3.0,,4.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.5,9012890.0,5.5,174630.0,149.0,19200.0,416.5,9600.0,5958.0,640.0,8870.1,320.0,83595.9,40.0,34100846.0,9,,,,,,
22/018,2022-04-08,10.0,20.0,36.0,38.0,43.0,48.0,30.0,,2.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,701750.0,36.0,103960.0,171.0,9600.0,2470.5,640.0,4590.0,320.0,43476.7,40.0,30949464.0,10,,,,,,
22/019,2022-04-12,8.0,11.0,12.0,20.0,26.0,30.0,28.0,20,4.0,2.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,0.5,7771010.0,5.5,140520.0,188.0,19200.0,462.1,9600.0,7065.3,640.0,8706.0,320.0,90434.6,40.0,34091737.0,8,,,,,,
22/020,2022-04-15,21.0,25.0,30.0,36.0,37.0,47.0,42.0,30,1.0,5.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0.5,6343050.0,1.5,1092240.0,67.0,65200.0,90.0,9600.0,2075.0,640.0,2515.7,320.0,36839.5,40.0,30506071.0,21,,,,,,
22/021,2022-04-19,12.0,23.0,28.0,34.0,39.0,46.0,44.0,,2.0,4.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,51.0,70610.0,99.0,9600.0,2494.5,640.0,2682.5,320.0,44282.4,40.0,27908717.0,12,,,,,,
22/022,2022-04-22,8.0,11.0,15.0,19.0,34.0,37.0,25.0,34,4.0,2.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.5,1077920.0,44.0,97990.0,117.5,9600.0,2581.4,640.0,3948.2,320.0,53093.7,40.0,33356654.0,8,,,,,,
22/023,2022-04-26,9.0,23.0,30.0,32.0,34.0,40.0,25.0,34,2.0,4.0,2.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,102990.0,186.5,9600.0,3194.1,640.0,4213.6,320.0,59201.4,40.0,37562137.0,9,,,,,,
22/024,2022-04-29,1.0,7.0,16.0,28.0,31.0,48.0,18.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,817380.0,68.5,63640.0,272.5,9600.0,4106.0,640.0,6503.0,320.0,75068.4,40.0,41303475.0,1,,,,,,
22/025,2022-05-03,3.0,8.0,11.0,15.0,18.0,40.0,41.0,,5.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,456250.0,118.5,41060.0,179.0,9600.0,6603.9,640.0,5015.9,320.0,110377.4,40.0,46917024.0,3,,,,,,
22/026,2022-05-06,2.0,15.0,41.0,42.0,44.0,46.0,40.0,15,2.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,42745410.0,1.5,1959590.0,54.5,143820.0,221.0,9600.0,3294.5,640.0,5170.6,320.0,63577.6,40.0,55484827.0,2,,,,,,
22/027,2022-05-10,12.0,14.0,19.0,39.0,41.0,48.0,33.0,41,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1474770.0,30.5,128940.0,85.5,9600.0,1636.5,640.0,2449.2,320.0,34709.6,40.0,27489794.0,12,,,,,,
22/028,2022-05-13,1.0,5.0,10.0,22.0,30.0,34.0,42.0,,4.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,12146300.0,0.0,0.0,113.2,32550.0,140.0,9600.0,5075.3,640.0,3906.7,320.0,83682.9,40.0,35768397.0,1,,,,,,
22/029,2022-05-17,4.0,7.0,29.0,35.0,40.0,46.0,17.0,,2.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,844550.0,38.0,118530.0,134.0,9600.0,2410.5,640.0,3694.1,320.0,47349.5,40.0,33851150.0,4,,,,,,
22/030,2022-05-20,27.0,30.0,36.0,38.0,45.0,46.0,34.0,46,0.0,6.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1988520.0,50.0,106050.0,141.0,9600.0,2711.5,640.0,3861.7,320.0,51885.4,40.0,38829817.0,27,,,,,,
22/031,2022-05-24,5.0,7.0,8.0,17.0,47.0,49.0,34.0,,4.0,2.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1882330.0,94.5,53110.0,153.0,9600.0,5721.2,640.0,4684.2,320.0,93022.0,40.0,44704001.0,5,,,,,,
22/032,2022-05-27,1.0,17.0,25.0,29.0,42.0,46.0,8.0,17,2.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.5,1286970.0,49.5,138660.0,166.5,9600.0,3232.0,640.0,5761.7,320.0,66489.5,40.0,50049897.0,1,,,,,,
22/033,2022-05-31,2.0,13.0,35.0,39.0,43.0,48.0,9.0,,2.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,1.5,25632360.0,1.0,2994200.0,99.0,80650.0,292.0,9600.0,4496.0,640.0,7961.0,320.0,83700.9,40.0,62058835.0,2,,,,,,
22/034,2022-06-03,1.0,27.0,32.0,35.0,38.0,44.0,24.0,35,1.0,5.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1805860.0,37.0,130150.0,66.5,9600.0,2053.5,640.0,2972.1,320.0,40801.5,40.0,32899147.0,1,,,,,,
22/035,2022-06-07,9.0,16.0,21.0,35.0,47.0,48.0,36.0,35,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.5,1085900.0,45.5,127280.0,126.5,9600.0,2787.0,640.0,4109.7,320.0,54975.5,40.0,41523842.0,9,,,,,,
22/036,2022-06-10,11.0,17.0,24.0,26.0,37.0,41.0,34.0,,3.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2296470.0,83.0,73780.0,200.0,9600.0,4639.2,640.0,5934.9,320.0,80065.1,40.0,49657075.0,11,,,,,,
22/037,2022-06-14,7.0,16.0,21.0,30.0,34.0,38.0,41.0,,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.5,1378155.0,71.5,102790.0,185.5,9600.0,4415.4,640.0,5359.0,320.0,87470.9,40.0,55579863.0,7,,,,,,
22/038,2022-06-17,9.0,17.0,24.0,27.0,33.0,39.0,48.0,,3.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,19797720.0,9.5,261670.0,183.0,36220.0,443.5,9600.0,8621.3,640.0,8994.5,320.0,133173.5,40.0,67022158.0,9,,,,,,
22/039,2022-06-21,2.0,15.0,20.0,30.0,47.0,48.0,44.0,,3.0,3.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,148360.0,103.5,9600.0,2782.0,640.0,3373.0,320.0,56067.4,40.0,39970913.0,2,,,,,,
22/040,2022-06-27,1.0,13.0,19.0,26.0,29.0,37.0,15.0,,3.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,1.5,58730450.0,4.5,2081160.0,299.0,83520.0,712.0,9600.0,17587.5,640.0,20707.1,320.0,332453.7,40.0,197454377.0,1,,,,,,
22/041,2022-07-03,19.0,21.0,23.0,26.0,37.0,39.0,13.0,"19,26,37",3.0,3.0,5.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,8000000.0,0.5,1115600.0,65.5,90830.0,186.0,9600.0,3407.4,640.0,5786.5,320.0,61036.0,40.0,45565392.0,19,,,,,,
22/042,2022-07-05,9.0,30.0,31.0,32.0,37.0,40.0,25.0,37,1.0,5.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,37.5,123910.0,122.0,9600.0,2509.9,640.0,3720.3,320.0,47854.1,40.0,34534407.0,9,,,,,,
22/043,2022-07-08,7.0,10.0,28.0,30.0,32.0,36.0,27.0,"30,32",2.0,4.0,1.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1950720.0,83.5,62290.0,184.2,9600.0,4352.5,640.0,5677.3,320.0,80431.2,40.0,44220208.0,7,,,,,,
22/044,2022-07-12,4.0,13.0,22.0,27.0,43.0,47.0,23.0,,3.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1351460.0,66.5,108380.0,185.0,9600.0,3526.4,640.0,5868.6,320.0,72507.3,40.0,52986580.0,4,,,,,,
22/045,2022-07-15,19.0,20.0,25.0,29.0,46.0,47.0,35.0,47,2.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,68.5,115450.0,171.5,9600.0,4029.5,640.0,5637.0,320.0,76542.5,40.0,57069234.0,19,,,,,,
22/046,2022-07-22,5.0,12.0,21.0,30.0,34.0,38.0,3.0,,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,47333350.0,2.0,1961180.0,168.0,62250.0,421.5,9600.0,9023.0,640.0,12506.5,320.0,156298.9,40.0,90389776.0,5,,,,,,
22/047,2022-07-26,6.0,14.0,23.0,31.0,38.0,48.0,1.0,38,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.5,710540.0,57.5,82380.0,127.5,9600.0,2739.7,640.0,4411.2,320.0,52757.8,40.0,36135000.0,6,,,,,,
22/048,2022-07-28,8.0,13.0,16.0,21.0,23.0,49.0,44.0,23,5.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,124080.0,97.5,9600.0,2960.4,640.0,3379.5,320.0,62308.4,40.0,35217338.0,8,,,,,,
22/049,2022-07-30,21.0,25.0,34.0,37.0,41.0,46.0,14.0,21,1.0,5.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,21531600.0,2.5,885990.0,37.5,157500.0,124.5,9600.0,2694.0,640.0,3577.5,320.0,50742.4,40.0,41334851.0,21,,,,,,
22/050,2022-08-02,4.0,8.0,9.0,11.0,42.0,46.0,47.0,46,4.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,64150.0,104.0,9600.0,3709.9,640.0,3674.5,320.0,72092.3,40.0,33998792.0,4,,,,,,
22/051,2022-08-04,13.0,24.0,30.0,35.0,36.0,39.0,29.0,,2.0,4.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1849760.0,56.0,88080.0,184.2,9600.0,3498.1,640.0,4893.7,320.0,63514.7,40.0,40120548.0,13,,,,,,
22/052,2022-08-09,1.0,12.0,25.0,28.0,36.0,46.0,13.0,36,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,18489150.0,10.5,554520.0,174.5,88970.0,562.0,9600.0,10456.2,640.0,15009.9,320.0,200845.7,40.0,125147677.0,1,,,,,,
22/053,2022-08-11,7.0,12.0,22.0,26.0,43.0,49.0,5.0,12,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,69740.0,158.5,9600.0,3072.5,640.0,4662.0,320.0,55420.0,40.0,32132482.0,7,,,,,,
22/054,2022-08-13,6.0,22.0,25.0,33.0,38.0,47.0,10.0,22,2.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,62.0,74700.0,180.5,9600.0,3235.6,640.0,4982.1,320.0,59877.7,40.0,37996322.0,6,,,,,,
22/055,2022-08-16,7.0,20.0,31.0,35.0,41.0,47.0,42.0,47,2.0,4.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,12150565.0,0.0,0.0,54.0,131140.0,176.0,9600.0,3606.5,640.0,4770.0,320.0,71324.0,40.0,51542307.0,7,,,,,,
22/056,2022-08-18,2.0,8.0,19.0,21.0,24.0,47.0,4.0,47,5.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.5,9993710.0,4.5,383780.0,88.5,52030.0,266.0,9600.0,4152.0,640.0,6965.3,320.0,78366.2,40.0,43012629.0,2,,,,,,
22/057,2022-08-20,8.0,17.0,19.0,28.0,31.0,35.0,46.0,"8,19",3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1920700.0,55.7,91950.0,139.5,9600.0,3368.9,640.0,3823.5,320.0,65544.1,40.0,39651234.0,8,,,,,,
22/058,2022-08-23,4.0,8.0,9.0,10.0,30.0,42.0,22.0,8,4.0,2.0,1.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,5.5,261130.0,148.5,25790.0,484.5,9600.0,7441.7,640.0,10134.1,320.0,108962.9,40.0,48713465.0,4,,,,,,
22/059,2022-08-25,16.0,19.0,32.0,33.0,42.0,46.0,34.0,42,2.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,1.5,18078230.0,0.0,0.0,56.5,110950.0,147.0,9600.0,3191.5,640.0,4785.0,320.0,62403.8,40.0,45747959.0,16,,,,,,
22/060,2022-08-27,12.0,22.0,34.0,35.0,39.0,45.0,7.0,,2.0,4.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,8000000.0,0.5,814000.0,49.0,88590.0,126.0,9600.0,2438.4,640.0,4168.5,320.0,46982.2,40.0,33167024.0,12,,,,,,
22/061,2022-08-30,7.0,8.0,9.0,17.0,24.0,25.0,20.0,,5.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,8000000.0,2.0,425160.0,193.5,19200.0,281.7,9600.0,6727.0,640.0,6199.5,320.0,94548.3,40.0,36205482.0,7,,,,,,
22/062,2022-09-01,23.0,24.0,30.0,31.0,45.0,46.0,26.0,24,2.0,4.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,4.0,417610.0,82.5,53990.0,81.5,9600.0,2787.0,640.0,2974.4,320.0,45311.8,40.0,32533897.0,23,,,,,,
22/063,2022-09-03,2.0,8.0,12.0,19.0,35.0,45.0,33.0,45,4.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1419720.0,127.0,29810.0,163.5,9600.0,5252.9,640.0,4645.4,320.0,79108.6,40.0,37006024.0,2,,,,,,
22/064,2022-09-06,14.0,22.0,35.0,37.0,42.0,46.0,24.0,35,2.0,4.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.5,1610210.0,61.0,105580.0,193.0,9600.0,3608.5,640.0,5355.3,320.0,66476.7,40.0,48573532.0,14,,,,,,
22/065,2022-09-08,8.0,14.0,15.0,20.0,41.0,44.0,3.0,14,4.0,2.0,2.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,70.5,99600.0,202.5,9600.0,3606.0,640.0,5946.2,320.0,73436.8,40.0,52561188.0,8,,,,,,
22/066,2022-09-13,2.0,4.0,20.0,38.0,40.0,46.0,11.0,20,3.0,3.0,0.0,6.0,2.0,1.0,0.0,2.0,1.0,3.0,29226960.0,4.5,2050430.0,186.5,131930.0,694.5,9600.0,12494.7,640.0,19929.7,320.0,248833.7,40.0,182576789.0,2,,,,,,
22/067,2022-09-15,21.0,23.0,29.0,30.0,33.0,49.0,40.0,,2.0,4.0,5.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1661820.0,38.0,116610.0,103.5,9600.0,2745.2,640.0,3185.6,320.0,53647.6,40.0,33500720.0,21,,,,,,
22/068,2022-09-17,5.0,17.0,22.0,24.0,34.0,38.0,13.0,,4.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,820970.0,63.0,69500.0,186.0,9600.0,3467.9,640.0,4931.0,320.0,65176.6,40.0,37442505.0,5,,,,,,
22/069,2022-09-20,4.0,7.0,14.0,18.0,27.0,31.0,48.0,,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1022850.0,117.5,46420.0,231.0,9600.0,5447.5,640.0,5603.0,320.0,90324.8,40.0,48327547.0,4,,,,,,
22/070,2022-09-22,8.0,11.0,31.0,32.0,33.0,36.0,46.0,31,2.0,4.0,3.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2402310.0,110.7,57860.0,220.5,9600.0,5752.2,640.0,6046.0,320.0,97195.7,40.0,54111404.0,8,,,,,,
22/071,2022-09-24,4.0,6.0,10.0,27.0,29.0,46.0,17.0,,3.0,3.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,34648370.0,7.0,398970.0,137.5,54160.0,259.5,9600.0,5479.0,640.0,7333.5,320.0,101190.4,40.0,60837506.0,4,,,,,,
22/072,2022-09-27,2.0,18.0,29.0,30.0,32.0,47.0,46.0,29,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8000000.0,0.5,931960.0,29.5,168490.0,129.5,9600.0,2436.6,640.0,3647.0,320.0,51102.1,40.0,36423869.0,2,,,,,,
22/073,2022-09-29,6.0,8.0,18.0,36.0,37.0,44.0,30.0,18,3.0,3.0,1.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,8000000.0,1.0,1714440.0,45.0,101590.0,134.9,9600.0,2992.9,640.0,3883.1,320.0,57355.2,40.0,35754279.0,6,,,,,,
22/074,2022-10-02,1.0,7.0,11.0,24.0,27.0,38.0,17.0,,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,7.5,132190.0,122.5,21580.0,508.5,9600.0,5485.8,640.0,9756.1,320.0,81310.7,40.0,33627101.0,1,,,,,,
22/075,2022-10-04,7.0,8.0,12.0,13.0,26.0,43.0,3.0,7,4.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.5,5720265.0,2.5,458730.0,99.0,30890.0,389.0,9600.0,5097.3,640.0,9577.3,320.0,81246.3,40.0,38897182.0,7,,,,,,
22/076,2022-10-06,4.0,11.0,21.0,28.0,31.0,47.0,5.0,,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5227420.0,1.5,1052120.0,98.5,42720.0,201.5,9600.0,4051.1,640.0,5631.0,320.0,66723.6,40.0,38073758.0,4,,,,,,
22/077,2022-10-08,7.0,11.0,28.0,31.0,43.0,48.0,42.0,"11,28,31",2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10556950.0,1.5,1184340.0,71.5,66250.0,121.0,9600.0,3158.0,640.0,3534.2,320.0,61313.6,40.0,36631394.0,7,,,,,,
22/078,2022-10-11,1.0,5.0,10.0,25.0,36.0,47.0,23.0,,3.0,3.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,793940.0,76.0,55710.0,179.5,9600.0,3650.5,640.0,4887.6,320.0,67591.1,40.0,36963014.0,1,,,,,,
22/079,2022-10-13,1.0,10.0,14.0,38.0,47.0,48.0,40.0,"1,10,47",3.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.5,1017910.0,59.0,92010.0,105.5,9600.0,3009.5,640.0,3439.5,320.0,59476.2,40.0,39505659.0,1,,,,,,
22/080,2022-10-15,18.0,21.0,25.0,28.0,38.0,44.0,45.0,38,2.0,4.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.5,1390910.0,76.5,72720.0,139.5,9600.0,3631.0,640.0,4014.7,320.0,69758.6,40.0,42634934.0,18,,,,,,
22/081,2022-10-18,7.0,25.0,26.0,39.0,44.0,45.0,46.0,"25,44",1.0,5.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1334310.0,71.0,100220.0,188.5,9600.0,3632.0,640.0,5408.0,320.0,71448.6,40.0,52357252.0,7,,,,,,
22/082,2022-10-20,20.0,24.0,27.0,31.0,32.0,49.0,36.0,,2.0,4.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1552920.0,74.0,111920.0,211.5,9600.0,4616.2,640.0,6295.7,320.0,90227.6,40.0,61781365.0,20,,,,,,
22/083,2022-10-22,12.0,15.0,16.0,42.0,44.0,45.0,4.0,,3.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.5,1907365.0,86.0,118280.0,231.5,9600.0,4904.0,640.0,7787.9,320.0,96827.0,40.0,73468382.0,12,,,,,,
22/084,2022-10-25,27.0,28.0,30.0,34.0,35.0,48.0,11.0,,0.0,6.0,2.0,4.0,0.0,0.0,3.0,2.0,1.0,0.5,33988910.0,2.5,2016580.0,172.5,77930.0,390.0,9600.0,8486.7,640.0,13116.4,320.0,159070.3,40.0,104943367.0,27,,,,,,
22/085,2022-10-29,4.0,5.0,12.0,15.0,28.0,29.0,20.0,28,4.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,52210140.0,12.0,394720.0,346.5,36450.0,681.5,9600.0,14468.0,640.0,16938.3,320.0,223441.9,40.0,120113059.0,4,,,,,,
22/086,2022-11-01,2.0,12.0,14.0,32.0,41.0,46.0,20.0,12,3.0,3.0,1.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,34.0,145900.0,124.0,9600.0,2358.9,640.0,3907.7,320.0,49078.8,40.0,36189124.0,2,,,,,,
22/087,2022-11-03,10.0,13.0,19.0,21.0,27.0,49.0,35.0,,4.0,2.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.5,1253510.0,51.5,97360.0,137.5,9600.0,3311.2,640.0,3999.6,320.0,68330.1,40.0,39309446.0,10,,,,,,
22/088,2022-11-05,7.0,11.0,22.0,23.0,28.0,32.0,29.0,,4.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,19627440.0,4.0,343860.0,176.5,20780.0,329.7,9600.0,8286.3,640.0,8117.3,320.0,117400.9,40.0,46650854.0,7,,,,,,
22/089,2022-11-08,10.0,20.0,27.0,32.0,38.0,46.0,4.0,32,2.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,60.0,80890.0,156.5,9600.0,3017.5,640.0,4310.0,320.0,55604.2,40.0,37724090.0,10,,,,,,
22/090,2022-11-10,11.0,12.0,14.0,18.0,29.0,30.0,31.0,,4.0,2.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.5,343070.0,117.2,35120.0,256.5,9600.0,5345.7,640.0,5951.5,320.0,87719.3,40.0,41865200.0,11,,,,,,
